review_id,order_id,customer_id,rating,review_text,sentiment,clean_text,vader_sentiment
RV00291,O01703,C00409,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV00292,O09800,C01521,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV00293,O05141,C01681,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV00294,O01972,C00541,4,Really good experience overall.,Positive,really good experience overall,Positive
RV00295,O07579,C00945,4,Really good experience overall.,Positive,really good experience overall,Positive
RV00296,O00217,C00820,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV00297,O04704,C01344,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV00298,O08929,C01819,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV00299,O01327,C01959,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV00300,O03897,C00031,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV00301,O01102,C00290,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV00302,O02807,C00144,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV00303,O06586,C01589,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV00304,O09554,C01292,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV00305,O07416,C00954,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV00306,O01466,C00297,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV00307,O01063,C00642,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV00308,O05313,C00035,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV00309,O06297,C00757,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV00310,O03240,C00476,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV00311,O08768,C01342,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV00312,O03092,C00918,1,Food was disappointing and delivery was extremely slow.,Negative,food was disappointing and delivery was extremely slow,Negative
RV00313,O09359,C00707,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV00314,O01962,C00222,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV00315,O01243,C00076,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV00316,O06941,C00733,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV00317,O06060,C00106,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV00318,O09983,C01555,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV00319,O04441,C00331,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV00320,O03015,C00982,4,Really good experience overall.,Positive,really good experience overall,Positive
RV00321,O04265,C01022,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV00322,O01464,C01943,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV00323,O09386,C01740,1,"Terrible experience, food arrived very late.",Negative,terrible experience food arrived very late,Negative
RV00324,O09412,C01779,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV00325,O05424,C00471,5,"Loved the food, would definitely order again.",Positive,loved the food would definitely order again,Positive
RV00326,O02207,C01310,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV00327,O00366,C01947,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV00328,O05111,C00815,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV00329,O08426,C00538,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV00330,O01462,C00202,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV00331,O03939,C01224,4,Really good experience overall.,Positive,really good experience overall,Positive
RV00332,O08986,C01292,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV00333,O05017,C00884,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV00334,O04232,C01309,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV00335,O06149,C01026,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV00336,O05137,C01000,2,Food was cold when it arrived.,Negative,food was cold when it arrived,Neutral
RV00337,O07946,C01087,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV00338,O07860,C01158,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV00339,O05303,C00397,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV00340,O02036,C01324,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV00341,O05538,C00206,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV00342,O09138,C00518,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV00343,O06776,C01269,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV00344,O01333,C00396,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV00345,O00785,C01018,4,Really good experience overall.,Positive,really good experience overall,Positive
RV00346,O05466,C01506,4,Good food and the delivery was on time.,Positive,good food and the delivery was on time,Positive
RV00347,O07280,C01592,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV00348,O03497,C01107,4,Really good experience overall.,Positive,really good experience overall,Positive
RV00349,O08390,C01152,5,Food was excellent and delivery was very quick.,Positive,food was excellent and delivery was very quick,Positive
RV00350,O00730,C01158,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV00351,O00416,C01991,4,Really good experience overall.,Positive,really good experience overall,Positive
RV00352,O05554,C00835,3,The order was fine overall.,Neutral,the order was fine overall,Positive
RV00353,O09861,C00716,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV00354,O08684,C00472,3,Food was decent but could have been better.,Neutral,food was decent but could have been better,Positive
RV00355,O09632,C00336,3,Food was okay but delivery took some time.,Neutral,food was okay but delivery took some time,Positive
RV00356,O03810,C00676,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV00357,O06777,C01786,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV00358,O08399,C00706,3,"Average experience, nothing special.",Neutral,average experience nothing special,Negative
RV00359,O00462,C00013,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV00360,O02190,C00890,2,The order was delayed and disappointing.,Negative,the order was delayed and disappointing,Negative
RV00361,O00202,C00395,5,Amazing food and great delivery experience.,Positive,amazing food and great delivery experience,Positive
RV00362,O04674,C00111,2,Not happy with the delivery experience.,Negative,not happy with the delivery experience,Negative
RV00363,O04005,C00520,4,"Good service, just a minor delay.",Positive,good service just a minor delay,Positive
RV00364,O00515,C01840,2,Delivery was late and the food was not very good.,Negative,delivery was late and the food was not very good,Negative
RV00365,O06634,C01796,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
RV00366,O08416,C01941,4,Food was tasty and delivery was smooth.,Positive,food was tasty and delivery was smooth,Neutral
RV00367,O02531,C00329,4,Really good experience overall.,Positive,really good experience overall,Positive
RV00368,O03371,C00424,5,Everything was perfect and arrived on time.,Positive,everything was perfect and arrived on time,Positive
